Electricity_Demand_MW,H2_Demand_tonne,Solar_Capacity_Factor,NG_Price
7850,1.62,0,5.28
7424,1.22,0,5.28
7107,1.75,0,5.28
6947,4,0,5.28
6922,8.24,0,5.28
7045,13.41,0,5.28
7307,16.79,0,5.28
7544,19.24,0,5.28
7946,20.24,0.1779,5.28
8340,21.43,0.429,5.28
8578,25.41,0.5748,5.28
8666,27.06,0.6484,5.28
8707,27.86,0.6208,5.28
8630,27.33,0.596,5.28
8544,27.06,0.5013,5.28
8594,25.94,0.3311,5.28
9431,24.61,0.0642,5.28
10225,21.76,0,5.28
10165,18.12,0,5.28
9854,13.81,0,5.28
9490,10.5,0,5.28
8982,7.32,0,5.28
8353,4.53,0,5.28
7648,2.68,0,5.28
7051,2.49,0,5.28
6689,1.8,0,5.28
6515,1.66,0,5.28
6476,2.46,0,5.28
6618,4.43,0,5.28
6980,7.27,0,5.28
7523,10.98,0,5.28
7968,15,0,5.28
8513,18.95,0.16,5.28
9072,21.02,0.3418,5.28
9482,21.68,0.4952,5.28
9650,22.62,0.5654,5.28
9635,24.07,0.5713,5.28
9572,25.15,0.5414,5.28
9542,26.32,0.4677,5.28
9687,26.98,0.3193,5.28
10596,25.67,0.1003,5.28
11515,23.24,0,5.28
11414,19.29,0,5.28
11138,14.93,0,5.28
10688,11.4,0,5.28
9979,8.83,0,5.28
9100,6.2,0,5.28
8304,3.95,0,5.28
7776,1.69,0,5.28
7513,1.24,0,5.28
7386,1.74,0,5.28
7401,4.05,0,5.28
7667,8.71,0,5.28
8455,14,0,5.28
9848,17.32,0,5.28
10629,19.85,0,5.28
10761,20.91,0.2147,5.28
10835,20.01,0.436,5.28
10932,19.9,0.5787,5.28
10950,20.63,0.632,5.28
10905,21.93,0.6451,5.28
10890,22.77,0.6207,5.28
10849,24.62,0.5504,5.28
10999,26.14,0.3781,5.28
11858,25.41,0.1371,5.28
12796,23.89,0,5.28
12821,19.68,0,5.28
12605,14.45,0,5.28
12195,10.46,0,5.28
11476,7.87,0,5.28
10515,4.67,0,5.28
9674,2.64,0,5.28
9151,1.76,0,5.28
8876,1.29,0,5.28
8736,1.82,0,5.28
8752,4.23,0,5.28
8990,9.1,0,5.28
9733,14.62,0,5.28
11084,18.08,0,5.28
11820,20.72,0,5.28
11834,21.84,0.2277,5.28
11803,20.9,0.4502,5.28
11777,20.78,0.6046,5.28
11661,21.54,0.6791,5.28
11494,22.89,0.6728,5.28
11395,23.77,0.6482,5.28
11306,25.71,0.528,5.28
11423,27.3,0.3343,5.28
12221,26.53,0.028,5.28
12871,24.95,0,5.28
12772,20.54,0,5.28
12474,15.09,0,5.28
11997,10.92,0,5.28
11207,8.22,0,5.28
10201,4.87,0,5.28
9270,2.76,0,5.28
8676,1.86,0,5.28
8358,1.36,0,5.28
8198,1.92,0,5.28
8168,4.46,0,5.28
8378,9.61,0,5.28
9065,15.44,0,5.28
10371,19.1,0,5.28
11136,21.89,0,5.28
11217,23.07,0.1033,5.28
11267,22.07,0.2804,5.28
11216,21.95,0.4372,5.28
11059,22.76,0.5913,5.28
10923,24.18,0.5349,5.28
10869,25.11,0.4854,5.28
10783,27.16,0.3973,5.28
10853,28.83,0.2948,5.28
11542,28.03,0.0897,5.28
12297,26.35,0,5.28
12252,21.7,0,5.28
11974,15.94,0,5.28
11527,11.53,0,5.28
10788,8.68,0,5.28
9795,5.15,0,5.28
8937,2.91,0,5.28
8376,2.86,0,5.28
8071,2.02,0,5.28
7915,1.96,0,5.28
7876,2.74,0,5.28
8068,5.09,0,5.28
8750,8.36,0,5.28
10032,12.69,0,5.28
10800,17.24,0,5.28
10890,21.85,0.1023,5.28
10901,24.2,0.2939,5.28
10853,24.98,0.5036,5.28
10692,26.13,0.62,5.28
10515,27.76,0.5947,5.28
10423,28.98,0.4261,5.28
10278,30.4,0.3649,5.28
10327,31.19,0.1992,5.28
10930,29.64,0.0151,5.28
11507,26.81,0,5.28
11322,22.28,0,5.28
10996,17.32,0,5.28
10561,13.22,0,5.28
9994,10.32,0,5.28
9224,7.2,0,5.28
8432,4.66,0,5.28
7819,2.88,0,5.28
7480,3.71,0,5.28
7296,1.36,0,5.28
7221,2.12,0,5.28
7293,3.96,0,5.28
7571,6.5,0,5.28
8073,9.93,0,5.28
8602,14.06,0,5.28
9143,18.37,0.1883,5.28
9471,23.64,0.4067,5.28
9563,27.01,0.5478,5.28
9486,27.7,0.6386,5.28
9312,27.58,0.6504,5.28
9115,26.75,0.6311,5.28
8976,26.18,0.5093,5.28
9072,25.04,0.299,5.28
9736,23.83,0.0553,5.28
10403,21.36,0,5.28
10280,18.37,0,5.28
9950,14.69,0,5.28
9638,11.71,0,5.28
9187,9.1,0,5.28
8597,6.56,0,5.28
7948,4.47,0,5.28
7404,1.62,0,5.28
7089,1.22,0,5.28
6902,1.75,0,5.28
6852,4,0,5.28
6904,8.24,0,5.28
7105,13.41,0,5.28
7494,16.79,0,5.28
7901,19.24,0,5.28
8468,20.24,0.2056,5.28
8906,21.43,0.4097,5.28
9183,25.41,0.5584,5.28
9356,27.06,0.4656,5.28
9386,27.86,0.5802,5.28
9334,27.33,0.5964,5.28
9301,27.06,0.5111,5.28
9431,25.94,0.3605,5.28
10240,24.61,0.1202,5.28
11081,21.76,0,5.28
11064,18.12,0,5.28
10779,13.81,0,5.28
10405,10.5,0,5.28
9791,7.32,0,5.28
8983,4.53,0,5.28
8276,2.68,0,5.28
7813,2.49,0,5.28
7590,1.8,0,5.28
7507,1.66,0,5.28
7536,2.46,0,5.28
7808,4.43,0,5.28
8592,7.27,0,5.28
10003,10.98,0,5.28
10818,15,0,5.28
10898,18.95,0.1584,5.28
10909,21.02,0.3603,5.28
10903,21.68,0.4586,5.28
10810,22.62,0.4847,5.28
10627,24.07,0.5907,5.28
10513,25.15,0.7654,5.28
10366,26.32,0.5757,5.28
10401,26.98,0.4019,5.28
11101,25.67,0.1541,5.28
12044,23.24,0,5.28
12015,19.29,0,5.28
11693,14.93,0,5.28
11225,11.4,0,5.28
10453,8.83,0,5.28
9470,6.2,0,5.28
8600,3.95,0,5.28
8029,1.69,0,5.28
7745,1.24,0,5.28
7589,1.74,0,5.28
7578,4.05,0,5.28
7797,8.71,0,5.28
8521,14,0,5.28
9893,17.32,0,5.28
10626,19.85,0,5.28
10665,20.91,0.1709,5.28
10719,20.01,0.3428,5.28
10723,19.9,0.4545,5.28
10619,20.63,0.5223,5.28
10444,21.93,0.5971,5.28
10355,22.77,0.6098,5.28
10262,24.62,0.5176,5.28
10332,26.14,0.3503,5.28
11008,25.41,0.1105,5.28
11778,23.89,0,5.28
11691,19.68,0,5.28
11401,14.45,0,5.28
10973,10.46,0,5.28
10250,7.87,0,5.28
9297,4.67,0,5.28
8468,2.64,0,5.28
7942,1.76,0,5.28
7679,1.29,0,5.28
7558,1.82,0,5.28
7592,4.23,0,5.28
7830,9.1,0,5.28
8613,14.62,0,5.28
9991,18.08,0,5.28
10722,20.72,0,5.28
10723,21.84,0.1904,5.28
10659,20.9,0.3998,5.28
10621,20.78,0.5013,5.28
10536,21.54,0.5482,5.28
10388,22.89,0.5471,5.28
10328,23.77,0.5638,5.28
10230,25.71,0.4942,5.28
10299,27.3,0.358,5.28
10965,26.53,0.1237,5.28
11781,24.95,0,5.28
11737,20.54,0,5.28
11448,15.09,0,5.28
11009,10.92,0,5.28
10255,8.22,0,5.28
9275,4.87,0,5.28
8412,2.76,0,5.28
7842,1.86,0,5.28
7529,1.36,0,5.28
7381,1.92,0,5.28
7378,4.46,0,5.28
7607,9.61,0,5.28
8322,15.44,0,5.28
9608,19.1,0,5.28
10497,21.89,0,5.28
10744,23.07,0,5.28
10919,22.07,0.0026,5.28
11073,21.95,0.0598,5.28
11112,22.76,0.1045,5.28
11068,24.18,0.0515,5.28
11019,25.11,0.0671,5.28
10873,27.16,0.1956,5.28
10847,28.83,0.1553,5.28
11364,28.03,0.0357,5.28
11951,26.35,0,5.28
11830,21.7,0,5.28
11479,15.94,0,5.28
10997,11.53,0,5.28
10224,8.68,0,5.28
9251,5.15,0,5.28
8405,2.91,0,5.28
7811,2.86,0,5.28
7513,2.02,0,5.28
7371,1.96,0,5.28
7344,2.74,0,5.28
7542,5.09,0,5.28
8217,8.36,0,5.28
9501,12.69,0,5.28
10340,17.24,0,5.28
10503,21.85,0.0041,5.28
10548,24.2,0.0805,5.28
10562,24.98,0.2869,5.28
10516,26.13,0.4127,5.28
10420,27.76,0.5241,5.28
10378,28.98,0.5732,5.28
10339,30.4,0.4743,5.28
10489,31.19,0.305,5.28
11141,29.64,0.0978,5.28
11795,26.81,0,5.28
11688,22.28,0,5.28
11389,17.32,0,5.28
11010,13.22,0,5.28
10445,10.32,0,5.28
9687,7.2,0,5.28
8931,4.66,0,5.28
8341,2.88,0,5.28
7996,3.71,0,5.28
7802,1.36,0,5.28
7742,2.12,0,5.28
7823,3.96,0,5.28
8097,6.5,0,5.28
8611,9.93,0,5.28
9128,14.06,0,5.28
9713,18.37,0.1892,5.28
10173,23.64,0.3808,5.28
10367,27.01,0.5055,5.28
10302,27.7,0.6058,5.28
10138,27.58,0.6621,5.28
9948,26.75,0.6563,5.28
9858,26.18,0.5704,5.28
9938,25.04,0.4009,5.28
10586,23.83,0.1757,5.28
11470,21.36,0,5.28
11467,18.37,0,5.28
11210,14.69,0,5.28
10857,11.71,0,5.28
10427,9.1,0,5.28
9916,6.56,0,5.28
9321,4.47,0,5.28
8761,1.62,0,5.28
8426,1.22,0,5.28
8290,1.75,0,5.28
8274,4,0,5.28
8367,8.24,0,5.28
8600,13.41,0,5.28
9002,16.79,0,5.28
9436,19.24,0,5.28
10049,20.24,0.2406,5.28
10510,21.43,0.4691,5.28
10762,25.41,0.6312,5.28
10846,27.06,0.7083,5.28
10837,27.86,0.7193,5.28
10727,27.33,0.7062,5.28
10661,27.06,0.6127,5.28
10747,25.94,0.4407,5.28
11443,24.61,0.1983,5.28
12353,21.76,0,5.28
12368,18.12,0,5.28
12024,13.81,0,5.28
11680,10.5,0,5.28
11098,7.32,0,5.28
10403,4.53,0,5.28
9707,2.68,0,5.28
9218,2.49,0,5.28
8963,1.8,0,5.28
8860,1.66,0,5.28
8864,2.46,0,5.28
9069,4.43,0,5.28
9604,7.27,0,5.28
10488,10.98,0,5.28
11139,15,0,5.28
11587,18.95,0.2391,5.28
11837,21.02,0.4586,5.28
11933,21.68,0.6179,5.28
11838,22.62,0.6974,5.28
11648,24.07,0.6672,5.28
11515,25.15,0.6136,5.28
11370,26.32,0.4943,5.28
11392,26.98,0.2741,5.28
11972,25.67,0.0666,5.28
12745,23.24,0,5.28
12604,19.29,0,5.28
12223,14.93,0,5.28
11668,11.4,0,5.28
10868,8.83,0,5.28
9911,6.2,0,5.28
9028,3.95,0,5.28
8422,1.69,0,5.28
8080,1.24,0,5.28
7926,1.74,0,5.28
7885,4.05,0,5.28
8084,8.71,0,5.28
8771,14,0,5.28
10017,17.32,0,5.28
10748,19.85,0,5.28
10856,20.91,0.063,5.28
10861,20.01,0.2298,5.28
10853,19.9,0.3955,5.28
10811,20.63,0.4576,5.28
10754,21.93,0.4251,5.28
10741,22.77,0.397,5.28
10705,24.62,0.2726,5.28
10808,26.14,0.148,5.28
11408,25.41,0.0133,5.28
11990,23.89,0,5.28
11823,19.68,0,5.28
11467,14.45,0,5.28
10936,10.46,0,5.28
10145,7.87,0,5.28
9158,4.67,0,5.28
8270,2.64,0,5.28
7673,1.76,0,5.28
7368,1.29,0,5.28
7210,1.82,0,5.28
7192,4.23,0,5.28
7428,9.1,0,5.28
8195,14.62,0,5.28
9601,18.08,0,5.28
10337,20.72,0,5.28
10414,21.84,0.2194,5.28
10477,20.9,0.4257,5.28
10558,20.78,0.5872,5.28
10563,21.54,0.6481,5.28
10514,22.89,0.6592,5.28
10502,23.77,0.6547,5.28
10452,25.71,0.5823,5.28
10540,27.3,0.4386,5.28
11167,26.53,0.2089,5.28
12222,24.95,0,5.28
12311,20.54,0,5.28
12097,15.09,0,5.28
11681,10.92,0,5.28
10975,8.22,0,5.28
10076,4.87,0,5.28
9249,2.76,0,5.28
8734,1.86,0,5.28
8488,1.36,0,5.28
8386,1.92,0,5.28
8405,4.46,0,5.28
8672,9.61,0,5.28
9446,15.44,0,5.28
10860,19.1,0,5.28
11601,21.89,0,5.28
11633,23.07,0.2198,5.28
11574,22.07,0.4112,5.28
11511,21.95,0.5551,5.28
11368,22.76,0.6202,5.28
11190,24.18,0.6322,5.28
11078,25.11,0.6454,5.28
10946,27.16,0.582,5.28
11021,28.83,0.4182,5.28
11577,28.03,0.1694,5.28
12352,26.35,0,5.28
12330,21.7,0,5.28
12117,15.94,0,5.28
11631,11.53,0,5.28
10865,8.68,0,5.28
9900,5.15,0,5.28
9025,2.91,0,5.28
8434,2.86,0,5.28
8100,2.02,0,5.28
7947,1.96,0,5.28
7913,2.74,0,5.28
8152,5.09,0,5.28
8866,8.36,0,5.28
10188,12.69,0,5.28
10891,17.24,0,5.28
10970,21.85,0.2238,5.28
11002,24.2,0.4608,5.28
11033,24.98,0.6129,5.28
10988,26.13,0.681,5.28
10865,27.76,0.7075,5.28
10786,28.98,0.6971,5.28
10656,30.4,0.6128,5.28
10674,31.19,0.4488,5.28
11148,29.64,0.217,5.28
12025,26.81,0,5.28
11980,22.28,0,5.28
11686,17.32,0,5.28
11305,13.22,0,5.28
10761,10.32,0,5.28
10019,7.2,0,5.28
9243,4.66,0,5.28
8690,2.88,0,5.28
8380,3.71,0,5.28
8190,1.36,0,5.28
8116,2.12,0,5.28
8185,3.96,0,5.28
8450,6.5,0,5.28
8973,9.93,0,5.28
9596,14.06,0,5.28
10290,18.37,0.0338,5.28
10895,23.64,0.1381,5.28
11267,27.01,0.2102,5.28
11426,27.7,0.2284,5.28
11425,27.58,0.2429,5.28
11280,26.75,0.2345,5.28
11096,26.18,0.196,5.28
11018,25.04,0.1088,5.28
11439,23.83,0.0095,5.28
12161,21.36,0,5.28
12036,18.37,0,5.28
11619,14.69,0,5.28
11190,11.71,0,5.28
10634,9.1,0,5.28
9951,6.56,0,5.28
9283,4.47,0,5.28
8761,1.62,0,5.28
8474,1.22,0,5.28
8336,1.75,0,5.28
8275,4,0,5.28
8330,8.24,0,5.28
8557,13.41,0,5.28
8959,16.79,0,5.28
9399,19.24,0,5.28
9982,20.24,0.2175,5.28
10341,21.43,0.4081,5.28
10483,25.41,0.5613,5.28
10481,27.06,0.5322,5.28
10418,27.86,0.5679,5.28
10339,27.33,0.5247,5.28
10308,27.06,0.4229,5.28
10326,25.94,0.3114,5.28
10808,24.61,0.109,5.28
11527,21.76,0,5.28
11531,18.12,0,5.28
11320,13.81,0,5.28
10905,10.5,0,5.28
10222,7.32,0,5.28
9458,4.53,0,5.28
8683,2.68,0,5.28
8126,2.49,0,5.28
7842,1.8,0,5.28
7727,1.66,0,5.28
7733,2.46,0,5.28
7973,4.43,0,5.28
8704,7.27,0,5.28
10034,10.98,0,5.28
10781,15,0,5.28
10942,18.95,0.109,5.28
11033,21.02,0.3235,5.28
11119,21.68,0.3563,5.28
11103,22.62,0.3784,5.28
10996,24.07,0.3346,5.28
10921,25.15,0.2609,5.28
10803,26.32,0.2381,5.28
10808,26.98,0.1307,5.28
11301,25.67,0.0266,5.28
12019,23.24,0,5.28
11919,19.29,0,5.28
11541,14.93,0,5.28
10997,11.4,0,5.28
10197,8.83,0,5.28
9194,6.2,0,5.28
8285,3.95,0,5.28
7707,1.69,0,5.28
7341,1.24,0,5.28
7162,1.74,0,5.28
7116,4.05,0,5.28
7319,8.71,0,5.28
7994,14,0,5.28
9337,17.32,0,5.28
10078,19.85,0,5.28
10153,20.91,0.1008,5.28
10111,20.01,0.3571,5.28
10123,19.9,0.5425,5.28
10081,20.63,0.6327,5.28
9965,21.93,0.6563,5.28
9889,22.77,0.6462,5.28
9783,24.62,0.5642,5.28
9791,26.14,0.3954,5.28
10281,25.41,0.1551,5.28
11182,23.89,0,5.28
11192,19.68,0,5.28
10926,14.45,0,5.28
10493,10.46,0,5.28
9776,7.87,0,5.28
8880,4.67,0,5.28
8042,2.64,0,5.28
7503,1.76,0,5.28
7232,1.29,0,5.28
7111,1.82,0,5.28
7117,4.23,0,5.28
7346,9.1,0,5.28
8087,14.62,0,5.28
9490,18.08,0,5.28
10273,20.72,0,5.28
10338,21.84,0.2189,5.28
10396,20.9,0.4091,5.28
10443,20.78,0.5094,5.28
10416,21.54,0.5486,5.28
10312,22.89,0.5372,5.28
10256,23.77,0.4018,5.28
10138,25.71,0.4305,5.28
10122,27.3,0.3475,5.28
10578,26.53,0.1858,5.28
11573,24.95,0,5.28
11640,20.54,0,5.28
11375,15.09,0,5.28
10958,10.92,0,5.28
10211,8.22,0,5.28
9243,4.87,0,5.28
8385,2.76,0,5.28
7825,1.86,0,5.28
7539,1.36,0,5.28
7404,1.92,0,5.28
7398,4.46,0,5.28
7632,9.61,0,5.28
8343,15.44,0,5.28
9737,19.1,0,5.28
10482,21.89,0,5.28
10532,23.07,0.1243,5.28
10500,22.07,0.3369,5.28
10474,21.95,0.5427,5.28
10405,22.76,0.5165,5.28
10322,24.18,0.4801,5.28
10314,25.11,0.4327,5.28
10285,27.16,0.3182,5.28
10364,28.83,0.1995,5.28
10868,28.03,0.0683,5.28
11660,26.35,0,5.28
11630,21.7,0,5.28
11361,15.94,0,5.28
10911,11.53,0,5.28
10191,8.68,0,5.28
9244,5.15,0,5.28
8396,2.91,0,5.28
7822,2.86,0,5.28
7494,2.02,0,5.28
7343,1.96,0,5.28
7289,2.74,0,5.28
7482,5.09,0,5.28
8142,8.36,0,5.28
9388,12.69,0,5.28
10233,17.24,0,5.28
10494,21.85,0,5.28
10665,24.2,0.003,5.28
10780,24.98,0.0852,5.28
10817,26.13,0.1324,5.28
10743,27.76,0.1041,5.28
10657,28.98,0.1276,5.28
10516,30.4,0.1108,5.28
10468,31.19,0.0825,5.28
10788,29.64,0.0043,5.28
11254,26.81,0,5.28
11088,22.28,0,5.28
10715,17.32,0,5.28
10312,13.22,0,5.28
9767,10.32,0,5.28
9041,7.2,0,5.28
8305,4.66,0,5.28
7713,2.88,0,5.28
7356,3.71,0,5.28
7174,1.36,0,5.28
7106,2.12,0,5.28
7170,3.96,0,5.28
7470,6.5,0,5.28
7989,9.93,0,5.28
8543,14.06,0,5.28
9129,18.37,0.2499,5.28
9504,23.64,0.4155,5.28
9671,27.01,0.5324,5.28
9578,27.7,0.4953,5.28
9397,27.58,0.5597,5.28
9152,26.75,0.6671,5.28
9002,26.18,0.6148,5.28
9005,25.04,0.4365,5.28
9435,23.83,0.195,5.28
10341,21.36,0,5.28
10416,18.37,0,5.28
10112,14.69,0,5.28
9802,11.71,0,5.28
9331,9.1,0,5.28
8730,6.56,0,5.28
8088,4.47,0,5.28
7567,1.62,0,5.28
7254,1.22,0,5.28
7088,1.75,0,5.28
7034,4,0,5.28
7101,8.24,0,5.28
7312,13.41,0,5.28
7699,16.79,0,5.28
8090,19.24,0,5.28
8673,20.24,0.2679,5.28
9069,21.43,0.4889,5.28
9285,25.41,0.6489,5.28
9361,27.06,0.7238,5.28
9332,27.86,0.7197,5.28
9237,27.33,0.6822,5.28
9137,27.06,0.5905,5.28
9177,25.94,0.44,5.28
9706,24.61,0.238,5.28
10782,21.76,0,5.28
10950,18.12,0,5.28
10691,13.81,0,5.28
10288,10.5,0,5.28
9638,7.32,0,5.28
8849,4.53,0,5.28
8115,2.68,0,5.28
7619,2.49,0,5.28
7374,1.8,0,5.28
7278,1.66,0,5.28
7307,2.46,0,5.28
7571,4.43,0,5.28
8318,7.27,0,5.28
9726,10.98,0,5.28
10481,15,0,5.28
10580,18.95,0.2215,5.28
10670,21.02,0.448,5.28
10661,21.68,0.6102,5.28
10615,22.62,0.6827,5.28
10532,24.07,0.6919,5.28
10454,25.15,0.6824,5.28
10343,26.32,0.6061,5.28
10379,26.98,0.4429,5.28
10817,25.67,0.2227,5.28
11845,23.24,0,5.28
11974,19.29,0,5.28
11692,14.93,0,5.28
11253,11.4,0,5.28
10485,8.83,0,5.28
9509,6.2,0,5.28
8633,3.95,0,5.28
8084,1.69,0,5.28
7784,1.24,0,5.28
7640,1.74,0,5.28
7626,4.05,0,5.28
7846,8.71,0,5.28
8557,14,0,5.28
9910,17.32,0,5.28
10659,19.85,0,5.28
10732,20.91,0.2201,5.28
10721,20.01,0.4205,5.28
10670,19.9,0.5658,5.28
10547,20.63,0.6243,5.28
10366,21.93,0.6336,5.28
10220,22.77,0.6206,5.28
10048,24.62,0.5519,5.28
9990,26.14,0.4038,5.28
10334,25.41,0.2062,5.28
11293,23.89,0,5.28
11423,19.68,0,5.28
11148,14.45,0,5.28
10694,10.46,0,5.28
9971,7.87,0,5.28
9016,4.67,0,5.28
8164,2.64,0,5.28
7617,1.76,0,3.98
7315,1.29,0,3.98
7170,1.82,0,3.98
7170,4.23,0,3.98
7373,9.1,0,3.98
8095,14.62,0,3.98
9447,18.08,0,3.98
10228,20.72,0,3.98
10305,21.84,0.0461,3.98
10312,20.9,0.1938,3.98
10304,20.78,0.3902,3.98
10283,21.54,0.3957,3.98
10177,22.89,0.4156,3.98
10079,23.77,0.4371,3.98
9877,25.71,0.5286,3.98
9792,27.3,0.4206,3.98
10075,26.53,0.2085,3.98
10970,24.95,0,3.98
11092,20.54,0,3.98
10820,15.09,0,3.98
10384,10.92,0,3.98
9678,8.22,0,3.98
8738,4.87,0,3.98
7904,2.76,0,3.98
7365,1.86,0,3.98
7087,1.36,0,3.98
6960,1.92,0,3.98
6971,4.46,0,3.98
7203,9.61,0,3.98
7953,15.44,0,3.98
9355,19.1,0,3.98
10098,21.89,0,3.98
10236,23.07,0.1455,3.98
10329,22.07,0.2427,3.98
10429,21.95,0.3104,3.98
10452,22.76,0.3464,3.98
10410,24.18,0.3283,3.98
10392,25.11,0.2946,3.98
10359,27.16,0.2536,3.98
10453,28.83,0.175,3.98
10905,28.03,0.034,3.98
11580,26.35,0,3.98
11613,21.7,0,3.98
11346,15.94,0,3.98
10934,11.53,0,3.98
10226,8.68,0,3.98
9304,5.15,0,3.98
8477,2.91,0,3.98
7935,2.86,0,3.98
7646,2.02,0,3.98
7543,1.96,0,3.98
7558,2.74,0,3.98
7791,5.09,0,3.98
8547,8.36,0,3.98
9940,12.69,0,3.98
10626,17.24,0,3.98
10710,21.85,0.2753,3.98
10685,24.2,0.4988,3.98
10660,24.98,0.6555,3.98
10557,26.13,0.727,3.98
10365,27.76,0.7355,3.98
10235,28.98,0.7286,3.98
10076,30.4,0.6589,3.98
10023,31.19,0.4977,3.98
10322,29.64,0.2796,3.98
11148,26.81,0,3.98
11260,22.28,0,3.98
10982,17.32,0,3.98
10613,13.22,0,3.98
10061,10.32,0,3.98
9309,7.2,0,3.98
8499,4.66,0,3.98
7901,2.88,0,3.98
7570,3.71,0,3.98
7387,1.36,0,3.98
7316,2.12,0,3.98
7371,3.96,0,3.98
7638,6.5,0,3.98
8163,9.93,0,3.98
8703,14.06,0,3.98
9272,18.37,0.2573,3.98
9619,23.64,0.4428,3.98
9738,27.01,0.5817,3.98
9663,27.7,0.5987,3.98
9503,27.58,0.6564,3.98
9303,26.75,0.6124,3.98
9178,26.18,0.5068,3.98
9189,25.04,0.4084,3.98
9551,23.83,0.2368,3.98
10473,21.36,0,3.98
10674,18.37,0,3.98
10427,14.69,0,3.98
10133,11.71,0,3.98
9685,9.1,0,3.98
9087,6.56,0,3.98
8459,4.47,0,3.98
7956,1.62,0,3.98
7671,1.22,0,3.98
7538,1.75,0,3.98
7501,4,0,3.98
7559,8.24,0,3.98
7779,13.41,0,3.98
8146,16.79,0,3.98
8595,19.24,0,3.98
9189,20.24,0.2891,3.98
9570,21.43,0.5073,3.98
9729,25.41,0.6627,3.98
9782,27.06,0.7274,3.98
9742,27.86,0.7364,3.98
9604,27.33,0.7298,3.98
9506,27.06,0.6666,3.98
9559,25.94,0.508,3.98
9975,24.61,0.2905,3.98
10870,21.76,0,3.98
10727,18.12,0,3.98
10204,13.81,0,3.98
9940,10.5,0,3.98
9511,7.32,0,3.98
9184,4.53,0,3.98
8431,2.68,0,3.98
7866,2.49,0,3.98
7599,1.8,0,3.98
7502,1.66,0,3.98
7529,2.46,0,3.98
7768,4.43,0,3.98
8497,7.27,0,3.98
9827,10.98,0,3.98
10489,15,0.0007,3.98
10582,18.95,0.2746,3.98
10526,21.02,0.492,3.98
10498,21.68,0.6453,3.98
10405,22.62,0.7063,3.98
10220,24.07,0.7157,3.98
10077,25.15,0.7094,3.98
9898,26.32,0.6458,3.98
9825,26.98,0.4907,3.98
10130,25.67,0.2821,3.98
11094,23.24,0,3.98
11372,19.29,0,3.98
11090,14.93,0,3.98
10602,11.4,0,3.98
9842,8.83,0,3.98
8928,6.2,0,3.98
8095,3.95,0,3.98
7570,1.69,0,3.98
7296,1.24,0,3.98
7187,1.74,0,3.98
7201,4.05,0,3.98
7441,8.71,0,3.98
8197,14,0,3.98
9544,17.32,0,3.98
10218,19.85,0.0032,3.98
10289,20.91,0.2384,3.98
10297,20.01,0.4037,3.98
10306,19.9,0.4987,3.98
10273,20.63,0.5164,3.98
10169,21.93,0.5155,3.98
10091,22.77,0.5077,3.98
9965,24.62,0.4962,3.98
9973,26.14,0.3746,3.98
10317,25.41,0.2158,3.98
11227,23.89,0,3.98
11454,19.68,0,3.98
11223,14.45,0,3.98
10814,10.46,0,3.98
10112,7.87,0,3.98
9190,4.67,0,3.98
8397,2.64,0,3.98
7897,1.76,0,3.98
7658,1.29,0,3.98
7580,1.82,0,3.98
7627,4.23,0,3.98
7884,9.1,0,3.98
8679,14.62,0,3.98
10080,18.08,0,3.98
10760,20.72,0,3.98
10844,21.84,0.2567,3.98
10789,20.9,0.4516,3.98
10722,20.78,0.5729,3.98
10601,21.54,0.5979,3.98
10436,22.89,0.6425,3.98
10348,23.77,0.6437,3.98
10257,25.71,0.5573,3.98
10355,27.3,0.3212,3.98
10783,26.53,0.1424,3.98
11617,24.95,0,3.98
11749,20.54,0,3.98
11456,15.09,0,3.98
11004,10.92,0,3.98
10258,8.22,0,3.98
9264,4.87,0,3.98
8424,2.76,0,3.98
7872,1.86,0,3.98
7595,1.36,0,3.98
7465,1.92,0,3.98
7474,4.46,0,3.98
7725,9.61,0,3.98
8508,15.44,0,3.98
9893,19.1,0,3.98
10531,21.89,0.0009,3.98
10533,23.07,0.291,3.98
10448,22.07,0.5064,3.98
10389,21.95,0.6688,3.98
10273,22.76,0.7318,3.98
10107,24.18,0.7417,3.98
10000,25.11,0.7336,3.98
9842,27.16,0.6768,3.98
9815,28.83,0.5196,3.98
10105,28.03,0.3089,3.98
11015,26.35,0.0174,3.98
11357,21.7,0,3.98
11150,15.94,0,3.98
10778,11.53,0,3.98
10113,8.68,0,3.98
9187,5.15,0,3.98
8383,2.91,0,3.98
7882,2.86,0,3.98
7621,2.02,0,3.98
7510,1.96,0,3.98
7532,2.74,0,3.98
7775,5.09,0,3.98
8506,8.36,0,3.98
9834,12.69,0,3.98
10504,17.24,0.0002,3.98
10505,21.85,0.2979,3.98
10390,24.2,0.5138,3.98
10310,24.98,0.6683,3.98
10177,26.13,0.7254,3.98
9970,27.76,0.7336,3.98
9853,28.98,0.7183,3.98
9719,30.4,0.6142,3.98
9674,31.19,0.4189,3.98
9959,29.64,0.2042,3.98
10755,26.81,0,3.98
10886,22.28,0,3.98
10576,17.32,0,3.98
10178,13.22,0,3.98
9627,10.32,0,3.98
8895,7.2,0,3.98
8162,4.66,0,3.98
7613,2.88,0,3.98
7306,3.71,0,3.98
7122,1.36,0,3.98
7055,2.12,0,3.98
7132,3.96,0,3.98
7415,6.5,0,3.98
7941,9.93,0,3.98
8520,14.06,0,3.98
